Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A19180	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
A19181	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A19182	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A19184	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19185	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19188	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A19189	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A19190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A19192	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19193	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
A19194	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A19195	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
A19196	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0
A19198	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A19199	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A19200	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
A19201	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
A19203	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19204	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
A19205	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19208	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A19210	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A19211	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
A19212	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A19213	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A19217	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1
A19218	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19222	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A19223	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A19225	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
A19229	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
A19231	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1
A19232	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
A19233	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
A19235	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0
A19237	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
A19238	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19239	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
A19240	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A19241	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A19245	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A19246	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A19247	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
A19248	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A19249	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A19250	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19254	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
A19257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
A19259	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A19260	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
A19262	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1
A19264	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1
A19265	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19267	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A19271	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A19273	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
A19274	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A19276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A19277	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A19278	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19279	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
A19283	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
A19284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A19285	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19286	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
A19288	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0
A19291	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
A19294	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19296	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A19297	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A19299	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A19300	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A19302	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19303	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
A19304	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0
A19305	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1
A19306	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1
A19307	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0
A19310	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A19311	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
A19312	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A19313	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0
A19314	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
A19316	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19318	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0
A19320	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19322	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19325	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0
A19326	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
A19327	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
A19328	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
A19329	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
A19331	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
A19332	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A19333	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
A19336	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
A19337	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
A19341	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1
A19342	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
A19344	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19345	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A19347	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A19349	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1
A19350	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A19351	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A19352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A19353	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A19354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A19356	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
A19358	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0
A19359	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
A19361	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A19362	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19363	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
A19365	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A19366	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
A19367	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
A19369	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A19372	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A19373	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
A19374	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1
A19375	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A19376	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A19377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A19379	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A19380	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A19381	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A19382	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19383	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A19386	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A19387	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A19388	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
A19389	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
A19390	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
A19391	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A19392	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19393	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
A19396	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
A19400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
A19403	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A19405	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A19406	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A19407	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A19409	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A19410	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
A19411	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
A19413	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A19414	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1
A19415	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
A19416	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A19420	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A19421	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1
A19425	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
A19428	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A19429	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19430	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A19431	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A19435	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A19436	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0
A19437	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
A19439	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19440	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A19441	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A19442	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
A19443	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A19444	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
A19445	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A19446	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A19447	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
A19448	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A19450	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
A19451	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
A19452	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A19453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A19455	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A19456	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
A19457	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
A19458	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
A19459	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
A19460	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1
A19461	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A19462	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
A19463	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A19464	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
A19465	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
A19467	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A19470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A19472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A19474	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19476	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19477	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
A19479	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A19480	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19481	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
A19483	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A19484	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A19486	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0
A19488	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A19489	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A19491	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1
A19492	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
A19494	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19495	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A19496	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A19497	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A19498	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A19499	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
A20001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A20002	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A20004	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A20005	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A20006	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A20007	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
A20008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A20009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
A20011	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
A20012	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A20014	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
A20015	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
A20016	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
A20018	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A20019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A20020	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
A20021	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A20022	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A20023	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20024	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A20028	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1
A20029	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
A20030	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A20033	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A20034	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A20037	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
A20038	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
A20040	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A20043	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
A20044	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A20045	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A20046	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A20047	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20048	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
A20049	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A20050	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
A20053	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
A20055	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
A20056	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A20057	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
A20058	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A20059	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A20060	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A20061	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A20062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A20063	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A20064	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
A20067	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20068	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A20069	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20070	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
A20072	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
A20073	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0
A20074	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
A20075	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A20081	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
A20082	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A20083	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1
A20084	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
A20085	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
A20086	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A20088	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1
A20090	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
A20091	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A20095	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A20096	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
A20097	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20099	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A20101	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
A20104	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20105	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A20106	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
A20107	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A20108	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
A20109	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A20110	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A20112	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A20113	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A20114	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A20116	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A20120	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A20121	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A20122	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A20123	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A20125	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1
A20126	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A20127	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A20128	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A20131	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A20132	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
A20134	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1
A20135	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0
A20136	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A20137	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A20139	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A20140	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A20141	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
A20142	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A20144	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
A20147	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A20148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A20150	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0
A20151	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A20153	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
A20154	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
A20156	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
